# Liabilities to the IMF - World Bank International Debt Statistics (IDS dimensional API,
# source=6, counterpart WLD), fetched 2026-07-17. Current US$ (not millions).
# imf_liab_incl_sdr_usd  = DT.DOD.DIMF.CD 'Use of IMF credit' - since the IDS 2022 revision
#                          this INCLUDES cumulative SDR allocations (BPM6 treatment).
# sdr_allocations_usd    = DT.DOD.DSDR.CD 'SDR allocations' (no repayment obligation).
# imf_credit_excl_sdr_usd = difference = credit outstanding from actual IMF lending -
#                          matches the IMF's 'Total IMF Credit Outstanding' concept
#                          (https://www.imf.org/external/np/fin/tad/balmov2.aspx?type=TOTAL).
# Verification: CHN/IND/BRA (no programs) net to ~0; ARG 2024 nets to $40.6bn (its EFF).
# WB aggregates dropped (pycountry filter). Refresh: delete file, re-run 9t.
iso3,country_name,year,imf_liab_incl_sdr_usd,sdr_allocations_usd,imf_credit_excl_sdr_usd
WSM,Samoa,2022,57755957.8,35424399.4,22331558.4
WSM,Samoa,2023,57447607.8,35712560.7,21735047.099999994
WSM,Samoa,2024,55840436.5,34713455.5,21126981.0
YEM,"Yemen, Rep.",2019,440287517.1,321162624.4,119124892.70000005
YEM,"Yemen, Rep.",2020,409956575.9,334503791.5,75452784.39999998
YEM,"Yemen, Rep.",2021,1020977112.5,978342685.0,42634427.5
YEM,"Yemen, Rep.",2022,956236533.5,930285080.0,25951453.5
YEM,"Yemen, Rep.",2023,950933802.0,937852523.7,13081278.299999952
YEM,"Yemen, Rep.",2024,911614883.8,911614883.8,0.0
ZAF,South Africa,2019,2468917538.0,2468917538.0,0.0
ZAF,South Africa,2020,6966024066.9,2571476923.3,4394547143.599999
ZAF,South Africa,2021,10862321954.2,6591881236.1,4270440718.1000004
ZAF,South Africa,2022,10328749020.2,6268078514.5,4060670505.700001
ZAF,South Africa,2023,9901055893.9,6319066466.3,3581989427.5999994
ZAF,South Africa,2024,7634473233.9,6142282392.1,1492190841.7999992
ZMB,Zambia,2019,666541290.5,648736028.3,17805262.200000048
ZMB,Zambia,2020,678334761.6,675684667.6,2650094.0
ZMB,Zambia,2021,1968805852.5,1968805852.5,0.0
ZMB,Zambia,2022,2058253693.4,1872095267.1,186158426.3000002
ZMB,Zambia,2023,2450342125.8,1887323905.9,563018219.9000001
ZMB,Zambia,2024,3129346680.7,1834523573.5,1294823107.1999998
ZWE,Zimbabwe,2019,468198468.7,468198468.7,0.0
ZWE,Zimbabwe,2020,487647537.5,487647537.5,0.0
ZWE,Zimbabwe,2021,1422011132.4,1422011132.4,0.0
ZWE,Zimbabwe,2022,1352159892.9,1352159892.9,0.0
ZWE,Zimbabwe,2023,1363159095.2,1363159095.2,0.0
ZWE,Zimbabwe,2024,1325022952.8,1325022952.8,0.0
